ID,x,y,z,q
./data/76.jpg,9,7,1,2
./data/77.jpg,9,7,2,8
./data/78.jpg,9,4,4,6
./data/79.jpg,7,1,8,6
./data/80.jpg,1,6,6,0
./data/81.jpg,2,2,7,4
./data/82.jpg,9,1,0,9
./data/83.jpg,6,3,9,8
./data/84.jpg,5,5,8,4
./data/85.jpg,7,6,2,9
./data/86.jpg,5,7,5,8
./data/87.jpg,7,8,7,7
./data/88.jpg,8,9,5,0
./data/89.jpg,3,7,8,4
./data/90.jpg,4,5,3,4
./data/91.jpg,1,6,9,0
./data/92.jpg,5,1,8,8
./data/93.jpg,9,8,6,8
./data/94.jpg,5,7,2,3
./data/95.jpg,7,0,8,8
./data/96.jpg,3,6,9,4
./data/97.jpg,0,0,7,6
./data/98.jpg,5,9,7,0
./data/99.jpg,6,5,4,8
./data/100.jpg,3,5,6,8
./data/101.jpg,1,1,8,5
./data/102.jpg,9,0,5,1
./data/103.jpg,0,6,3,6
./data/104.jpg,9,6,6,8
./data/105.jpg,3,1,4,9
./data/106.jpg,3,5,3,2
./data/107.jpg,1,5,8,3
./data/108.jpg,7,2,2,1
./data/109.jpg,6,9,4,5
./data/110.jpg,2,3,6,3
./data/111.jpg,6,8,4,4
./data/112.jpg,6,5,8,9
./data/113.jpg,0,5,9,1
./data/114.jpg,5,6,5,6
./data/115.jpg,7,3,2,7
./data/116.jpg,3,9,8,1
./data/117.jpg,7,2,9,2
./data/118.jpg,4,5,6,8
./data/119.jpg,5,4,4,7
./data/120.jpg,7,5,2,3
./data/121.jpg,2,8,0,4
./data/122.jpg,7,0,4,0
./data/123.jpg,8,5,2,6
./data/124.jpg,4,5,6,5
./data/125.jpg,3,8,4,3
./data/126.jpg,3,2,0,2
./data/127.jpg,8,0,9,2
./data/128.jpg,4,6,5,6
./data/129.jpg,5,0,8,2
./data/130.jpg,1,4,5,5
./data/131.jpg,3,6,0,0
./data/132.jpg,2,7,3,8
./data/133.jpg,7,3,8,0
./data/134.jpg,9,6,3,2
./data/135.jpg,5,4,2,9
./data/136.jpg,9,9,9,1
./data/137.jpg,5,0,7,0
./data/138.jpg,1,2,6,6
./data/139.jpg,2,7,2,6
./data/140.jpg,7,5,4,5
./data/141.jpg,3,6,0,9
./data/142.jpg,8,2,1,6
./data/143.jpg,1,1,6,6
./data/144.jpg,4,4,1,1
./data/145.jpg,7,3,5,9
./data/146.jpg,0,4,8,0
./data/147.jpg,1,4,5,8
./data/148.jpg,0,1,7,6
./data/149.jpg,2,1,2,5
./data/150.jpg,2,6,7,5
./data/151.jpg,3,9,1,4
./data/152.jpg,8,3,3,7
./data/153.jpg,3,0,9,7
./data/154.jpg,1,0,4,2
./data/155.jpg,6,9,0,1
./data/156.jpg,1,6,9,0
./data/157.jpg,6,9,8,4
./data/158.jpg,1,0,9,9
./data/159.jpg,6,1,4,9
./data/160.jpg,0,3,6,1
./data/161.jpg,5,9,1,4
./data/162.jpg,9,7,4,7
./data/163.jpg,4,8,6,5
./data/164.jpg,4,7,0,9
./data/165.jpg,2,6,4,7
./data/166.jpg,7,5,4,8
./data/167.jpg,7,7,0,6
./data/168.jpg,6,7,3,3
./data/169.jpg,5,5,7,6
./data/170.jpg,3,3,8,1
./data/171.jpg,0,8,7,3
./data/172.jpg,8,1,6,0
./data/173.jpg,1,7,4,8
./data/174.jpg,4,7,8,3
./data/175.jpg,5,7,7,7
./data/176.jpg,4,6,9,6
./data/177.jpg,6,0,4,2
./data/178.jpg,7,4,8,4
./data/179.jpg,0,4,6,0
./data/180.jpg,3,5,8,1
./data/181.jpg,0,4,9,8
./data/182.jpg,8,2,7,2
./data/183.jpg,3,9,1,3
./data/184.jpg,7,4,6,8
./data/185.jpg,4,5,2,8
./data/186.jpg,8,0,8,8
./data/187.jpg,1,1,9,1
./data/188.jpg,0,1,6,8
./data/189.jpg,5,7,8,7
./data/190.jpg,5,7,3,0
./data/191.jpg,5,1,6,2
./data/192.jpg,9,2,6,3
./data/193.jpg,4,7,4,8
./data/194.jpg,9,3,9,6
./data/195.jpg,1,3,7,5
./data/196.jpg,0,3,6,6
./data/197.jpg,3,4,1,6
./data/198.jpg,0,1,0,7
./data/199.jpg,1,1,5,9
./data/200.jpg,9,5,6,0
./data/201.jpg,3,7,0,1
./data/202.jpg,6,0,7,6
./data/203.jpg,2,3,2,0
./data/204.jpg,8,8,2,8
./data/205.jpg,8,5,5,6
./data/206.jpg,4,6,9,3
./data/207.jpg,9,6,4,6
./data/208.jpg,7,7,5,4
./data/209.jpg,2,6,7,0
./data/210.jpg,1,1,8,6
./data/211.jpg,6,1,9,1
./data/212.jpg,3,2,6,5
./data/213.jpg,1,7,8,6
./data/214.jpg,4,5,2,4
./data/215.jpg,5,7,7,9
./data/216.jpg,0,5,2,7
./data/217.jpg,7,7,8,4
./data/218.jpg,1,0,7,4
./data/219.jpg,8,6,7,7
./data/220.jpg,9,7,3,2
./data/221.jpg,4,1,1,4
./data/222.jpg,1,9,8,9
./data/223.jpg,4,2,3,7
./data/224.jpg,2,6,8,7
./data/225.jpg,7,6,5,1
./data/226.jpg,0,2,1,0
./data/227.jpg,1,9,3,6
./data/228.jpg,7,8,3,4
./data/229.jpg,7,9,0,5
./data/230.jpg,4,4,9,6
./data/231.jpg,6,5,7,2
./data/232.jpg,1,4,9,5
./data/233.jpg,2,3,8,6
./data/234.jpg,2,6,4,6
./data/235.jpg,0,4,8,4
./data/236.jpg,1,8,9,2
./data/237.jpg,1,3,8,3
./data/238.jpg,5,0,7,7
./data/239.jpg,8,6,2,9
./data/240.jpg,6,8,1,6
./data/241.jpg,0,3,6,8
./data/242.jpg,5,8,5,7
./data/243.jpg,4,3,1,7
./data/244.jpg,9,4,4,4
./data/245.jpg,7,3,3,6
./data/246.jpg,2,5,3,6
./data/247.jpg,9,3,3,6
./data/248.jpg,3,0,8,5
./data/249.jpg,5,2,2,8
./data/250.jpg,8,4,7,3
./data/251.jpg,8,2,7,6
./data/252.jpg,2,1,3,9
./data/253.jpg,5,7,1,1
./data/254.jpg,7,2,5,9
./data/255.jpg,8,3,2,3
./data/256.jpg,3,7,8,6
./data/257.jpg,2,1,5,4
./data/258.jpg,5,7,9,6
./data/259.jpg,2,6,6,6
./data/260.jpg,1,3,9,4
./data/261.jpg,7,5,5,1
./data/262.jpg,9,8,2,1
./data/263.jpg,3,9,0,1
./data/264.jpg,6,3,1,8
./data/265.jpg,9,9,4,1
./data/266.jpg,4,1,5,9
./data/267.jpg,0,7,1,0
./data/268.jpg,4,4,2,6
./data/269.jpg,9,8,7,3
./data/270.jpg,1,6,5,7
./data/271.jpg,9,6,6,7
./data/272.jpg,4,0,7,4
./data/273.jpg,8,3,2,2
./data/274.jpg,2,2,6,9
./data/275.jpg,6,0,7,6
./data/276.jpg,4,7,2,3
./data/277.jpg,3,7,5,9
./data/278.jpg,9,4,4,7
./data/279.jpg,3,2,9,2
./data/280.jpg,5,6,8,9
./data/281.jpg,9,0,3,8
./data/282.jpg,0,7,1,2
./data/283.jpg,5,4,0,4
./data/284.jpg,7,8,1,5
./data/285.jpg,8,7,2,4
./data/286.jpg,0,6,6,8
./data/287.jpg,8,0,0,5
./data/288.jpg,2,4,0,8
./data/289.jpg,8,8,5,7
./data/290.jpg,4,8,3,6
./data/291.jpg,5,1,7,1
./data/292.jpg,3,5,8,4
./data/293.jpg,5,4,6,5
./data/294.jpg,1,1,7,7
./data/295.jpg,1,8,9,7
./data/296.jpg,5,0,9,2
./data/297.jpg,8,5,0,6
./data/298.jpg,9,9,4,7
./data/299.jpg,2,3,9,0
./data/300.jpg,8,0,9,1
./data/301.jpg,3,0,0,9
./data/302.jpg,5,4,5,4
./data/303.jpg,0,6,5,9
./data/304.jpg,8,6,5,3
./data/305.jpg,3,0,7,3
./data/306.jpg,5,7,3,5
./data/307.jpg,2,9,6,1
./data/308.jpg,1,6,4,5
./data/309.jpg,9,5,9,9
./data/310.jpg,1,8,2,8
./data/311.jpg,2,9,5,7
./data/312.jpg,7,4,3,2
./data/313.jpg,9,6,4,5
./data/314.jpg,6,2,5,9
./data/315.jpg,7,0,5,2
./data/316.jpg,3,4,9,2
./data/317.jpg,4,8,2,0
./data/318.jpg,6,5,4,1
./data/319.jpg,5,8,8,5
./data/320.jpg,2,5,0,9
./data/321.jpg,4,6,5,9
./data/322.jpg,3,2,9,7
./data/323.jpg,0,6,9,7
./data/324.jpg,8,2,2,0
./data/325.jpg,3,1,6,6
./data/326.jpg,9,2,0,6
./data/327.jpg,4,4,2,9
./data/328.jpg,1,4,4,1
./data/329.jpg,2,7,2,4
./data/330.jpg,6,4,9,2
./data/331.jpg,2,3,5,8
./data/332.jpg,2,7,6,8
./data/333.jpg,2,3,4,2
./data/334.jpg,4,8,5,2
./data/335.jpg,7,5,3,3
./data/336.jpg,6,9,3,0
./data/337.jpg,3,4,0,4
./data/338.jpg,1,0,7,0
./data/339.jpg,5,0,5,2
./data/340.jpg,4,9,3,6
./data/341.jpg,5,4,7,5
./data/342.jpg,5,0,2,3
./data/343.jpg,1,7,6,0
./data/344.jpg,3,1,5,5
./data/345.jpg,6,2,9,0
./data/346.jpg,2,9,2,0
./data/347.jpg,9,6,2,4
./data/348.jpg,8,2,8,7
./data/349.jpg,1,1,3,5
./data/350.jpg,1,3,6,2
./data/351.jpg,0,6,4,5
./data/352.jpg,4,4,8,1
./data/353.jpg,4,7,4,0
./data/354.jpg,2,0,5,7
./data/355.jpg,3,0,3,3
./data/356.jpg,7,8,9,9
./data/357.jpg,4,2,0,9
./data/358.jpg,6,4,5,9
./data/359.jpg,7,1,9,6
./data/360.jpg,6,6,8,6
./data/361.jpg,4,4,2,2
./data/362.jpg,5,1,2,0
./data/363.jpg,3,2,7,0
./data/364.jpg,3,4,3,7
./data/365.jpg,7,2,0,4
./data/366.jpg,2,5,5,8
./data/367.jpg,6,4,7,0
./data/368.jpg,0,7,4,5
./data/369.jpg,6,7,1,9
./data/370.jpg,4,7,3,7
./data/371.jpg,1,7,7,8
./data/372.jpg,4,5,5,6
./data/373.jpg,0,4,1,5
./data/374.jpg,7,3,7,0
./data/375.jpg,4,7,5,7
./data/376.jpg,1,1,9,8
./data/377.jpg,5,2,0,9
./data/378.jpg,4,4,7,6
./data/379.jpg,6,3,8,7
./data/380.jpg,7,5,3,4
./data/381.jpg,3,9,9,3
./data/382.jpg,4,5,8,8
./data/383.jpg,2,1,5,9
./data/384.jpg,8,5,3,6
./data/385.jpg,0,1,6,0
./data/386.jpg,4,7,4,0
./data/387.jpg,1,4,6,6
./data/388.jpg,3,4,3,2
./data/389.jpg,8,8,1,2
./data/390.jpg,1,6,9,7
./data/391.jpg,7,3,2,1
./data/392.jpg,6,4,5,7
./data/393.jpg,2,3,1,8
./data/394.jpg,4,5,2,0
./data/395.jpg,7,5,7,3
./data/396.jpg,9,2,9,3
./data/397.jpg,7,6,3,6
./data/398.jpg,6,5,8,5
./data/399.jpg,3,6,7,0
./data/400.jpg,6,1,6,5
./data/401.jpg,0,8,7,2
./data/402.jpg,7,7,2,0
./data/403.jpg,4,0,2,9
./data/404.jpg,6,3,7,9
./data/405.jpg,0,2,8,6
./data/406.jpg,4,2,5,4
./data/407.jpg,1,2,6,5
./data/408.jpg,5,4,2,7
./data/409.jpg,6,4,9,0
./data/410.jpg,8,8,0,8
./data/411.jpg,6,2,9,9
./data/412.jpg,6,5,5,8
./data/413.jpg,9,5,8,9
./data/414.jpg,2,1,6,0
./data/415.jpg,5,9,0,3
./data/416.jpg,5,6,8,1
./data/417.jpg,5,2,7,5
./data/418.jpg,7,0,4,0
./data/419.jpg,0,6,8,5
./data/420.jpg,9,4,9,3
./data/421.jpg,6,5,4,3
./data/422.jpg,7,0,8,1
./data/423.jpg,4,1,9,7
./data/424.jpg,9,2,9,5
./data/425.jpg,0,9,7,5
./data/426.jpg,9,6,2,9
./data/427.jpg,8,2,1,9
./data/428.jpg,9,5,8,7
./data/429.jpg,5,4,0,5
./data/430.jpg,3,4,3,2
./data/431.jpg,7,5,2,4
./data/432.jpg,2,2,7,9
./data/433.jpg,2,3,6,1
./data/434.jpg,8,7,5,1
./data/435.jpg,3,8,3,9
./data/436.jpg,9,1,0,5
./data/437.jpg,1,7,5,1
./data/438.jpg,2,1,6,7
./data/439.jpg,1,3,2,7
./data/440.jpg,3,7,7,2
./data/441.jpg,6,3,3,5
./data/442.jpg,6,5,8,4
./data/443.jpg,9,0,3,2
./data/444.jpg,4,5,8,6
./data/445.jpg,6,3,4,1
./data/446.jpg,0,9,4,3
./data/447.jpg,4,1,2,4
./data/448.jpg,8,6,3,2
./data/449.jpg,9,4,3,1
./data/450.jpg,4,1,1,6
./data/451.jpg,1,4,7,1
./data/452.jpg,6,2,2,3
./data/453.jpg,4,8,4,5
./data/454.jpg,8,8,8,9
./data/455.jpg,8,4,4,6
./data/456.jpg,2,1,4,7
./data/457.jpg,1,1,2,6
./data/458.jpg,4,9,8,4
./data/459.jpg,5,1,6,8
./data/460.jpg,3,7,6,5
./data/461.jpg,3,2,0,2
./data/462.jpg,5,2,3,1
./data/463.jpg,2,3,9,4
./data/464.jpg,7,5,8,6
./data/465.jpg,7,5,7,6
./data/466.jpg,2,8,5,6
./data/467.jpg,8,4,5,0
./data/468.jpg,3,0,7,3
./data/469.jpg,6,1,5,3
./data/470.jpg,1,3,9,3
./data/471.jpg,2,0,9,1
./data/472.jpg,3,1,6,2
./data/473.jpg,2,9,5,5
./data/474.jpg,0,6,5,8
./data/475.jpg,0,7,1,0
./data/476.jpg,7,7,1,6
./data/477.jpg,1,1,1,2
./data/478.jpg,4,6,5,7
./data/479.jpg,9,7,3,8
./data/480.jpg,0,8,3,4
./data/481.jpg,0,3,9,6
./data/482.jpg,6,9,8,2
./data/483.jpg,4,7,6,9
./data/484.jpg,2,6,0,9
./data/485.jpg,5,5,7,5
./data/486.jpg,8,2,6,0
./data/487.jpg,6,5,1,9
./data/488.jpg,5,9,6,9
./data/489.jpg,9,4,1,3
./data/490.jpg,8,6,2,4
./data/491.jpg,2,3,6,9
./data/492.jpg,8,4,5,5
./data/493.jpg,2,6,7,0
./data/494.jpg,5,6,0,5
./data/495.jpg,5,5,0,5
./data/496.jpg,1,6,2,5
./data/497.jpg,9,6,8,2
./data/498.jpg,1,8,0,9
./data/499.jpg,6,1,5,3
./data/500.jpg,1,0,0,0
./data/501.jpg,4,7,3,8
./data/502.jpg,5,9,1,1
./data/503.jpg,0,1,2,7
./data/504.jpg,8,3,8,0
./data/505.jpg,5,0,7,3
./data/506.jpg,5,8,0,5
./data/507.jpg,2,1,6,4
./data/508.jpg,1,7,9,4
./data/509.jpg,5,6,0,5
./data/510.jpg,6,1,0,8
./data/511.jpg,3,1,6,2
./data/512.jpg,6,6,9,3
./data/513.jpg,4,2,9,2
./data/514.jpg,5,0,5,3
./data/515.jpg,8,5,1,1
./data/516.jpg,1,6,6,7
./data/517.jpg,5,9,4,3
./data/518.jpg,7,7,6,2
./data/519.jpg,7,2,5,7
./data/520.jpg,9,2,7,6
./data/521.jpg,9,1,5,4
./data/522.jpg,0,9,4,2
./data/523.jpg,5,3,4,9
./data/524.jpg,4,3,0,1
./data/525.jpg,0,6,3,1
./data/526.jpg,4,6,3,5
./data/527.jpg,2,3,9,8
./data/528.jpg,8,3,1,1
./data/529.jpg,7,1,9,1
./data/530.jpg,1,7,6,5
./data/531.jpg,0,2,8,0
./data/532.jpg,9,1,5,3
./data/533.jpg,4,8,0,6
./data/534.jpg,0,4,0,7
./data/535.jpg,0,7,1,6
./data/536.jpg,1,0,0,9
./data/537.jpg,5,6,5,5
./data/538.jpg,6,6,1,0
./data/539.jpg,9,0,4,4
./data/540.jpg,9,6,1,5
./data/541.jpg,0,3,0,7
./data/542.jpg,0,8,7,0
./data/543.jpg,8,8,0,0
./data/544.jpg,1,4,6,3
./data/545.jpg,6,9,8,0
./data/546.jpg,3,8,2,5
./data/547.jpg,6,6,4,4
./data/548.jpg,4,7,0,0
./data/549.jpg,6,8,7,1
./data/550.jpg,0,5,4,5
./data/551.jpg,3,6,9,6
./data/552.jpg,7,9,1,4
./data/553.jpg,8,6,0,2
./data/554.jpg,6,5,4,2
./data/555.jpg,0,3,0,2
./data/556.jpg,4,2,3,0
./data/557.jpg,1,1,9,6
./data/558.jpg,2,1,1,1
./data/559.jpg,1,4,5,9
./data/560.jpg,9,3,3,5
./data/561.jpg,7,6,4,3
./data/562.jpg,5,7,2,7
./data/563.jpg,9,0,9,2
./data/564.jpg,3,5,1,2
./data/565.jpg,4,5,4,1
./data/566.jpg,2,2,5,8
./data/567.jpg,2,3,4,5
./data/568.jpg,4,6,9,0
./data/569.jpg,9,6,2,8
./data/570.jpg,0,9,1,4
./data/571.jpg,3,7,8,4
./data/572.jpg,8,9,9,5
./data/573.jpg,8,1,8,9
./data/574.jpg,5,8,1,3
./data/575.jpg,9,1,2,7
./data/576.jpg,4,1,1,0
./data/577.jpg,8,2,6,5
./data/578.jpg,5,3,0,6
./data/579.jpg,1,3,5,2
./data/580.jpg,2,8,2,8
./data/581.jpg,9,7,6,9
./data/582.jpg,9,5,4,4
./data/583.jpg,5,5,4,4
./data/584.jpg,8,9,5,7
./data/585.jpg,5,7,9,3
./data/586.jpg,1,0,1,1
./data/587.jpg,6,9,6,0
./data/588.jpg,0,3,5,8
./data/589.jpg,1,2,6,7
./data/590.jpg,3,3,8,3
./data/591.jpg,6,5,2,1
./data/592.jpg,6,0,2,9
./data/593.jpg,0,0,4,6
./data/594.jpg,1,6,1,2
./data/595.jpg,4,7,6,5
./data/596.jpg,4,7,9,3
./data/597.jpg,0,6,7,0
./data/598.jpg,2,9,2,8
./data/599.jpg,3,0,8,0
./data/600.jpg,0,7,7,9
./data/601.jpg,7,9,9,5
./data/602.jpg,5,8,8,3
./data/603.jpg,3,3,8,3
./data/604.jpg,3,1,9,0
./data/605.jpg,4,7,3,7
./data/606.jpg,3,3,0,7
./data/607.jpg,6,7,7,6
./data/608.jpg,4,4,7,4
./data/609.jpg,2,0,7,2
./data/610.jpg,3,3,3,4
./data/611.jpg,5,1,4,7
./data/612.jpg,1,8,8,9
./data/613.jpg,1,9,0,8
./data/614.jpg,9,3,8,0
./data/615.jpg,1,3,7,9
./data/616.jpg,1,9,4,8
./data/617.jpg,8,8,5,1
./data/618.jpg,0,4,7,1
./data/619.jpg,8,9,3,7
./data/620.jpg,6,9,9,7
./data/621.jpg,8,0,4,0
./data/622.jpg,0,5,7,7
./data/623.jpg,9,2,1,3
./data/624.jpg,2,5,9,0
./data/625.jpg,8,1,9,3
./data/626.jpg,5,9,7,7
./data/627.jpg,6,3,9,1
./data/628.jpg,4,0,9,7
./data/629.jpg,4,8,2,3
./data/630.jpg,5,7,7,7
./data/631.jpg,1,6,9,4
./data/632.jpg,5,5,2,9
./data/633.jpg,9,6,9,5
./data/634.jpg,0,5,2,7
./data/635.jpg,8,4,5,2
./data/636.jpg,0,7,8,0
./data/637.jpg,5,4,7,3
./data/638.jpg,0,6,4,0
./data/639.jpg,1,6,6,6
./data/640.jpg,5,8,4,8
./data/641.jpg,0,9,6,6
./data/642.jpg,5,5,8,9
./data/643.jpg,3,8,9,0
./data/644.jpg,4,4,1,6
./data/645.jpg,1,0,9,2
./data/646.jpg,5,2,9,4
./data/647.jpg,8,8,7,7
./data/648.jpg,9,7,8,3
./data/649.jpg,5,9,1,4
./data/650.jpg,7,3,0,7
./data/651.jpg,8,9,1,1
./data/652.jpg,5,7,2,9
./data/653.jpg,5,6,2,6
./data/654.jpg,8,5,4,2
./data/655.jpg,6,2,5,1
./data/656.jpg,2,6,3,5
./data/657.jpg,7,0,6,0
./data/658.jpg,1,5,1,4
./data/659.jpg,6,8,5,3
./data/660.jpg,2,4,6,5
./data/661.jpg,7,0,5,9
./data/662.jpg,8,1,4,8
./data/663.jpg,8,0,2,5
./data/664.jpg,7,6,9,3
./data/665.jpg,9,3,1,1
./data/666.jpg,9,0,1,6
./data/667.jpg,6,8,6,9
./data/668.jpg,4,2,3,4
./data/669.jpg,7,1,6,7
./data/670.jpg,1,4,1,2
./data/671.jpg,9,9,9,1
./data/672.jpg,0,4,5,7
./data/673.jpg,3,1,6,0
./data/674.jpg,7,6,1,2
./data/675.jpg,0,1,9,4
./data/676.jpg,7,9,8,5
./data/677.jpg,3,0,2,4
./data/678.jpg,7,7,4,0
./data/679.jpg,1,6,1,9
./data/680.jpg,7,0,0,1
./data/681.jpg,9,6,7,2
./data/682.jpg,3,7,1,3
./data/683.jpg,6,3,4,5
./data/684.jpg,0,8,2,0
./data/685.jpg,7,3,3,9
./data/686.jpg,8,7,5,1
./data/687.jpg,1,2,9,4
./data/688.jpg,6,5,0,4
./data/689.jpg,6,8,4,6
./data/690.jpg,3,9,8,7
./data/691.jpg,4,8,3,2
./data/692.jpg,6,3,7,8
./data/693.jpg,5,0,9,0
./data/694.jpg,8,0,6,9
./data/695.jpg,8,8,4,8
./data/696.jpg,8,2,1,3
./data/697.jpg,0,3,9,1
./data/698.jpg,2,3,7,6
./data/699.jpg,3,6,2,2
./data/700.jpg,2,3,1,8
./data/701.jpg,1,5,9,7
./data/702.jpg,8,0,2,8
./data/703.jpg,2,1,7,3
./data/704.jpg,7,4,2,8
./data/705.jpg,2,4,0,3
./data/706.jpg,5,4,7,6
./data/707.jpg,3,3,4,7
./data/708.jpg,3,3,1,3
./data/709.jpg,0,7,5,4
./data/710.jpg,5,7,2,4
./data/711.jpg,7,9,5,4
./data/712.jpg,9,8,7,0
./data/713.jpg,1,7,8,7
./data/714.jpg,7,1,4,6
./data/715.jpg,5,6,2,9
./data/716.jpg,1,9,9,0
./data/717.jpg,8,1,0,2
./data/718.jpg,0,2,7,8
./data/719.jpg,1,6,9,5
./data/720.jpg,6,3,8,5
./data/721.jpg,2,5,1,7
./data/722.jpg,0,6,0,4
./data/723.jpg,7,4,5,7
./data/724.jpg,5,6,9,5
./data/725.jpg,3,6,7,0
./data/726.jpg,5,7,1,4
./data/727.jpg,1,3,6,6
./data/728.jpg,1,8,9,7
./data/729.jpg,9,5,8,4
./data/730.jpg,3,9,9,5
./data/731.jpg,2,3,1,7
./data/732.jpg,1,9,4,3
./data/733.jpg,8,2,4,5
./data/734.jpg,9,2,8,1
./data/735.jpg,4,6,9,4
./data/736.jpg,7,7,3,6
./data/737.jpg,3,9,9,0
./data/738.jpg,8,0,8,4
./data/739.jpg,6,7,4,1
./data/740.jpg,6,6,8,8
./data/741.jpg,5,8,5,5
./data/742.jpg,0,1,0,3
./data/743.jpg,5,1,8,1
./data/744.jpg,9,5,3,0
./data/745.jpg,4,6,6,1
./data/746.jpg,4,8,6,7
./data/747.jpg,1,3,1,8
./data/748.jpg,5,1,7,6
./data/749.jpg,6,5,7,6
./data/750.jpg,5,5,8,4
./data/751.jpg,8,3,1,1
./data/752.jpg,5,7,0,6
./data/753.jpg,5,1,2,8
./data/754.jpg,2,1,5,2
./data/755.jpg,5,4,1,1
./data/756.jpg,7,9,2,1
./data/757.jpg,7,3,3,9
./data/758.jpg,2,0,2,0
./data/759.jpg,6,2,5,0
./data/760.jpg,4,5,9,1
./data/761.jpg,4,1,5,9
./data/762.jpg,4,1,3,1
./data/763.jpg,1,3,4,0
./data/764.jpg,2,4,4,7
./data/765.jpg,7,4,6,5
./data/766.jpg,0,6,4,7
./data/767.jpg,7,9,7,4
./data/768.jpg,5,4,0,0
./data/769.jpg,9,3,5,0
./data/770.jpg,4,8,7,9
./data/771.jpg,7,0,7,9
./data/772.jpg,2,2,3,4
./data/773.jpg,5,1,2,5
./data/774.jpg,2,9,5,0
./data/775.jpg,0,4,8,1
./data/776.jpg,0,4,0,1
./data/777.jpg,3,2,2,8
./data/778.jpg,9,4,9,6
./data/779.jpg,2,7,6,5
./data/780.jpg,6,6,9,8
./data/781.jpg,6,7,1,7
./data/782.jpg,1,1,9,2
./data/783.jpg,2,0,8,7
./data/784.jpg,4,0,3,5
./data/785.jpg,7,0,1,3
./data/786.jpg,7,3,4,7
./data/787.jpg,5,3,7,1
./data/788.jpg,8,2,7,9
./data/789.jpg,8,4,9,5
./data/790.jpg,2,7,2,7
./data/791.jpg,8,6,0,4
./data/792.jpg,4,1,0,2
./data/793.jpg,3,7,9,3
./data/794.jpg,1,1,8,5
./data/795.jpg,2,1,2,7
./data/796.jpg,5,7,2,8
./data/797.jpg,9,0,3,8
./data/798.jpg,6,2,9,0
./data/799.jpg,1,8,0,8
./data/800.jpg,6,3,0,9
./data/801.jpg,6,0,4,8
./data/802.jpg,0,9,3,9
./data/803.jpg,3,5,2,5
./data/804.jpg,4,9,7,3
./data/805.jpg,2,9,2,3
./data/806.jpg,1,1,0,5
./data/807.jpg,7,8,5,8
./data/808.jpg,9,3,3,0
./data/809.jpg,7,3,5,3
./data/810.jpg,2,7,0,7
./data/811.jpg,8,9,9,4
./data/812.jpg,7,0,0,5
./data/813.jpg,7,7,7,4
./data/814.jpg,4,1,2,8
./data/815.jpg,5,9,4,9
./data/816.jpg,8,4,9,8
./data/817.jpg,2,0,8,4
./data/818.jpg,7,9,9,6
./data/819.jpg,1,4,1,4
./data/820.jpg,1,7,2,8
./data/821.jpg,4,5,2,5
